,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
3061,568795746721513472,positive,1.0,,,Southwest,,Mercer312,,0,@SouthwestAir flight from BWI to ISP ready to go! Thanks for keeping us warm! #FrigidFriday http://t.co/bfPfW6eyKU,,2015-02-20 07:34:08-08:00,"Dallas, TX ",Eastern Time (US & Canada)
5046,570037369841135616,positive,0.3709,,0.0,US Airways,,kiasuchick,,0,@USAirways @AmericanAir Can you bring guinea pigs in small pet carrier onboard your flights?,,2015-02-23 17:47:54-08:00,"Los Angeles, CA",Pacific Time (US & Canada)
2353,570293557724110850,neutral,1.0,,,Southwest,,idk_but_youtube,,0,@SouthwestAir did you know that suicide is the second leading cause of death among teens 10-24,,2015-02-24 10:45:54-08:00,1/1 loner squad,Eastern Time (US & Canada)
2738,569318905476476928,neutral,1.0,,,Southwest,,scoobydoo9749,,0,@SouthwestAir 20 passengers on this plane. I should've just grabbed my baggage and gave it its own seat.,"[39.1766716, -76.6694354]",2015-02-21 18:12:59-08:00,"Tallahassee, FL",America/Chicago
4916,567740211384168448,positive,1.0,,,Delta,,Buttercup1121,,0,"@JetBlue tough choices but I did all simultaneously! As a business traveler, best experience in a long time. #wishmyflightwaslonger #what",,2015-02-17 09:39:49-08:00,ELL LAY,Pacific Time (US & Canada)
1662,568667108252319744,negative,0.6777,Can't Tell,0.6777,United,,jozecuervo,,0,"@united all good, didn't die or anything. As they say ""you get what you pay for""!",,2015-02-19 23:02:58-08:00,"San Francisco, Ca",Pacific Time (US & Canada)
662,569900832616943616,negative,1.0,Late Flight,1.0,United,,kermudgeon,,0,@united  #UnitedAirlines  how long will1531 be delayed.,,2015-02-23 08:45:21-08:00,Colorado,America/Chicago
1777,568503887113498625,neutral,0.6473,,0.0,United,,blake_music,,0,@united it's cool. I didn't need to go to work today. Or get home to make sure my house is ok in the -30 wind chill.,,2015-02-19 12:14:23-08:00,Fort Wayne,Quito
6433,570306867878072320,negative,1.0,Flight Attendant Complaints,0.6408,American,,TheTPVshow,,0,"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers",,2015-02-24 11:38:47-08:00,MN,Central Time (US & Canada)
2653,569590208095768576,neutral,0.6598,,,Southwest,,JessicaTickle,,0,@SouthwestAir is having a party in the atl terminal. #letitgo http://t.co/qxTeqZm3yz,,2015-02-22 12:11:02-08:00,CA & MI ,Alaska
6190,567862814578061312,positive,1.0,,,US Airways,,Rencelas,,0,@usairways Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.,,2015-02-17 17:47:00-08:00,"Salisbury, MD",Central Time (US & Canada)
3629,567718653735731200,negative,1.0,Customer Service Issue,1.0,Southwest,,MyMissus,,0,@SouthwestAir Guys for real. I've been on hold for 4+ hours including one hangup. Please have someone reach out so I can get my $ back.,,2015-02-17 08:14:09-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
1553,568842531531681792,neutral,0.6717,,0.0,United,,paul_chard63,,1,"@united it just goes round &amp; round, it's be going on for weeks,",,2015-02-20 10:40:02-08:00,"Celebration, FL ",Eastern Time (US & Canada)
5460,569535820270583809,neutral,0.6674,,0.0,US Airways,,vasisht,,0,@usairways sadly they've tried that and airport agents…no flights so they're stranded at PHL. No chance of a hotel for them?,,2015-02-22 08:34:55-08:00,A galaxy far far away,Eastern Time (US & Canada)
6497,570275314036649984,negative,1.0,Late Flight,0.3703,American,,susqhb,,0,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.,,2015-02-24 09:33:24-08:00,Dallas via NYC via the OC,Central Time (US & Canada)
2802,569242689348071425,negative,1.0,Customer Service Issue,0.6912,Southwest,,RyanDuncanPT,,0,".@SouthwestAir Yes, total of 4 hours on hold. With all the Cancelled Flightlations, one would think there would be more staff. Decided to cx and drive",,2015-02-21 13:10:07-08:00,"St. Louis, MO",Central Time (US & Canada)
427,570105020999344128,positive,1.0,,,United,,MelanieSpring,,0,“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!,,2015-02-23 22:16:43-08:00,"Washington, DC",Eastern Time (US & Canada)
3259,568319110779514880,positive,1.0,,,Southwest,,neelaybhatt,,0,@SouthwestAir Thx Ops Agt Rich Westagard n Flight Att. Nancy @ DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!,,2015-02-19 00:00:09-08:00,"Indianapolis, USA",Eastern Time (US & Canada)
2030,568140506116571136,positive,1.0,,,United,,RhodseyM,,0,"@united sweet, follow back and I'll get the dm off",,2015-02-18 12:10:26-08:00,London,Greenland
6898,569981947612676096,positive,0.6749,,0.0,American,,deongordon,,0,@AmericanAir Flight for tomorrow was Cancelled Flightled. New one booked. Seats taken care of. Just a tweet to commend you all on the service. Thanks!,,2015-02-23 14:07:40-08:00,"birmingham, usa",Central Time (US & Canada)
7595,569627744021184513,negative,1.0,Cancelled Flight,0.6673,American,,MatthewJMedlin,,0,"@AmericanAir 
No one answers phone, delayed/Cancelled Flightled flights. Rude employees. You only get (I'm sorry, we apologize) blah blah blah. Bad",,2015-02-22 14:40:12-08:00,"Rossford, Ohio",Atlantic Time (Canada)
3581,567750519402143745,positive,1.0,,,Southwest,,StarkTTT,,0,@SouthwestAir yes. Thank you. Oct 25-oct 31,,2015-02-17 10:20:46-08:00,Château d'If,Central Time (US & Canada)
6795,570042828983820288,neutral,1.0,,,American,,SGMo_,,0,@AmericanAir Do we get a class discount on your wifi? I will be flying your airlines at approx. 4 Am?,,2015-02-23 18:09:35-08:00,The Onion Land,Eastern Time (US & Canada)
4387,568849719625158657,positive,1.0,,,Delta,,JPopsie,,0,@JetBlue heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?,,2015-02-20 11:08:36-08:00,Global,Eastern Time (US & Canada)
4389,568846033997803520,positive,1.0,,,Delta,,SMHillman,,0,@JetBlue Of course U know I would like 2 lay you down in a #BedofRoses as long as they're #mint colored! https://t.co/3QYEzHjGsb #brandmance,,2015-02-20 10:53:57-08:00,"New York, NY",Eastern Time (US & Canada)
4455,568757775205056512,negative,0.6608,Late Flight,0.6608,Delta,,TyrellJourdanA,,1,@JetBlue U said 15mins to Take Off and now we were told 1hr more delay &amp; possible Cancelled Flightlation. How do U plan to rectify this? #Frustrated,,2015-02-20 05:03:15-08:00,The Eastside of the Far Side,Eastern Time (US & Canada)
7148,569854151531859968,negative,0.6774,Lost Luggage,0.6774,American,,derekc21,,0,"@AmericanAir @derekc21 , I leave Jaipur tomorrow , back to Dehli , Only in Delhi  one night .  we need to  use our abilities to make magic .",,2015-02-23 05:39:51-08:00,"Innisfail, Alberta",Mountain Time (US & Canada)
3974,569700499319959553,positive,0.6535,,,Delta,,jabeblanchard,,0,"@JetBlue ha ha! Can I get a wake up call at boarding time please?  Large coffee, extralight extra sweet please!","[40.89343356, -74.29961359]",2015-02-22 19:29:18-08:00,Right Coast,Eastern Time (US & Canada)
4745,568104907384832000,neutral,0.6709,,,Delta,,History_Dork,,0,@JetBlue  I'm game if you're buying!!  ;),,2015-02-18 09:48:59-08:00,right behind you,Eastern Time (US & Canada)
403,570175669096882176,negative,0.6296,Customer Service Issue,0.6296,United,,sothenbethsaid,,0,"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)",,2015-02-24 02:57:27-08:00,Nottingham,London
7556,569641551116177409,positive,1.0,,,American,,TreyWheelerCEO,,0,@AmericanAir Thank you! You will see me :),"[0.0, 0.0]",2015-02-22 15:35:03-08:00,"Lima, OH",Eastern Time (US & Canada)
6783,570051874537271296,neutral,0.6278,,0.0,American,,alnanderson,,0,@AmericanAir any idea why flight 5392 from HSV to DFW tomorrow Cancelled Flightled about 45 minutes ago?,,2015-02-23 18:45:32-08:00,"ÜT: 34.658262,-86.479396",Central Time (US & Canada)
2739,569318043702177793,negative,0.6552,Cancelled Flight,0.6552,Southwest,,taylor_nacci,,0,@SouthwestAir crazy how every airline flew out to the northeast tonight except you,"[42.19881665, -83.3859395]",2015-02-21 18:09:33-08:00,10/5/13,Eastern Time (US & Canada)
6530,570261511781941251,neutral,1.0,,,American,,RockUrHumanity,,0,@AmericanAir Thank you for responding so quickly to my tweets I do appreciate that.,,2015-02-24 08:38:34-08:00,East Coast/New England,Eastern Time (US & Canada)
7371,569682818306953216,negative,0.6549,Customer Service Issue,0.3336,American,,zsalim03,,0,"@vanessaannz seriously, you hate @AmericanAir since they can't accommodate you due to inclemental  weather disruptions? lol, very funny",,2015-02-22 18:19:02-08:00,Texas,Central Time (US & Canada)
5529,569487075797565440,negative,0.6652,Late Flight,0.6652,US Airways,,VikingJim60,,0,"@USAirways ""good news. We've located the crew and made contact with them"". flight was supposed to leave 4 minutes ago. #usairwaysfail",,2015-02-22 05:21:14-08:00,"Doylestown, PA",Eastern Time (US & Canada)
933,569608322925473792,negative,1.0,Customer Service Issue,1.0,United,,abbymrudd,,1,"@united should hire extra customer service reps. 50 minute wait time to ask one question? I would rather just fly another airline, thanks.",,2015-02-22 13:23:01-08:00,"Chicago, IL",Central Time (US & Canada)
1253,569228707203837952,negative,0.6729,Bad Flight,0.6729,United,,jaycalavas,,0,"@united troubling news, time to raise the bar on legroom! http://t.co/nmbHNGnMkI",,2015-02-21 12:14:34-08:00,"ÜT: 39.768182,-86.167261",Pacific Time (US & Canada)
5106,569976848786034688,negative,1.0,Flight Booking Problems,0.6912,US Airways,,joshahamilton,,0,@USAirways I have to fly back to Charlotte out of a different airport. You guys are not very flexible like other airlines.,,2015-02-23 13:47:25-08:00,Cali native now in Charlotte,Quito
1838,568412555045179393,negative,1.0,Can't Tell,0.6381,United,,ybenami,,0,@united sure... You've been saying that for as long as I've been tweeting about your obsolete fleet.  Promises are free.,,2015-02-19 06:11:28-08:00,California,Madrid
1981,568180799838801920,positive,0.6617,,,United,,AlexSenchak,,0,"@united they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)",,2015-02-18 14:50:33-08:00,"Boston, MA ",Atlantic Time (Canada)
830,569673939183493120,positive,1.0,,,United,,zengerle,,0,@United Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled.,,2015-02-22 17:43:45-08:00,"Chapel Hill, NC",Eastern Time (US & Canada)
2325,567724189872697348,negative,0.6579,Customer Service Issue,0.3344,United,,mtezna,,0,@united You know what the United Club needs? Power. MOAR power. Insufficient outlets for the #RoadWarrior (ORD),,2015-02-17 08:36:09-08:00,Virginia,Eastern Time (US & Canada)
3605,567734769312882688,negative,1.0,Can't Tell,0.7065,Southwest,,81FSUnole,,0,. @SouthwestAir condescension must be a quality your co rewards. Your tone reeks of it,,2015-02-17 09:18:11-08:00,"Chapel Hill, NC",Eastern Time (US & Canada)
2497,569953874435567616,neutral,1.0,,,Southwest,,madisonisom,,0,"@SouthwestAir done. Sorry, I thought I was already.",,2015-02-23 12:16:07-08:00,"Birmingham, AL",Central Time (US & Canada)
4943,570304740279640064,neutral,0.6665,,0.0,US Airways,,eec_x3,,0,@USAirways shout out to Cathy at the Vegas airport check-in for hooking us up!,,2015-02-24 11:30:20-08:00,Paper Street,Eastern Time (US & Canada)
6033,568247480023961600,negative,1.0,Lost Luggage,1.0,US Airways,,RuelBass,,0,@USAirways lost our luggage. #yay,,2015-02-18 19:15:31-08:00,"ÜT: 41.233943,-74.3966664",Eastern Time (US & Canada)
1435,568946825798905856,positive,0.3429999999999999,,0.0,United,,nfriesen1,,0,@united give her the recognition she deserves!,,2015-02-20 17:34:28-08:00,"Winnipeg, MB Canada",Central Time (US & Canada)
1398,568966873880137728,neutral,0.6871,,0.0,United,,lindork,,0,@united I am going to a service desk now to see what the options are.,,2015-02-20 18:54:08-08:00,"Edmonton, Alberta, Canada",Mountain Time (US & Canada)
3011,568858239372103680,neutral,0.6563,,,Southwest,,patrickisarobot,,0,"@SouthwestAir okay thank you :), also I did get a tweet earlier about 1.5 hrs ago saying I won &amp; should send a DM but then it was deleted?",,2015-02-20 11:42:27-08:00,In my mind,Mountain Time (US & Canada)
953,569579962786689024,negative,1.0,Customer Service Issue,1.0,United,,steve__chin,,0,@United rescheduled my return flight from #Japan?  Uh why?  Trying to call #UnitedAirlines #customerservice - 45 min wait.  #fun,,2015-02-22 11:30:20-08:00,San Francisco Bay Area,Pacific Time (US & Canada)
2124,567940050186604545,negative,0.6485,Can't Tell,0.6485,United,,CluelessTroll,,0,@united why are your SFO-&gt;BOS nonstop flights not competitively priced with those of JetBlue and Virgin? $179 vs $324. Identical times.,,2015-02-17 22:53:54-08:00,90210,Eastern Time (US & Canada)
2320,567730952260943873,neutral,0.6995,,0.0,United,,BhutanOrient,,0,@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.,,2015-02-17 09:03:01-08:00,Bhutan,Pacific Time (US & Canada)
4699,568169348721848322,neutral,1.0,,,Delta,,JetBlueNews,,0,@JetBlue Says #Lufthansa Incentive Offer To Have No Impact On Share Count - Nasdaq http://t.co/VU7XSWJKiY,,2015-02-18 14:05:03-08:00,USA,Sydney
2702,569374522157207552,negative,0.6515,Late Flight,0.6515,Southwest,,scoobydoo9749,,0,"@SouthwestAir ""...you in the 10 hrs we were hanging out there? Oh, no I understand things get crazy n sometimes 10 hours isn't long enough.""",,2015-02-21 21:53:59-08:00,"Tallahassee, FL",America/Chicago
1139,569329378061979648,negative,1.0,Late Flight,0.7161,United,,Sean_Stamos,,0,@united possibly the worst airlineGave them three chances Second time in 2 weeks a flight has been delayed and or Cancelled Flightled due to mechanics,,2015-02-21 18:54:36-08:00,Coastal,Eastern Time (US & Canada)
659,569902219602100225,neutral,0.6559,,,United,,Lincoln_Arms,,0,@united follow back and I'll give you the details.,,2015-02-23 08:50:52-08:00,"Bardstown, KY",Eastern Time (US & Canada)
1103,569365278963798017,negative,1.0,Can't Tell,1.0,United,,WM_j_MW,,0,@united YOU SUCK!,,2015-02-21 21:17:15-08:00,"Wake Forest, NC",Eastern Time (US & Canada)
4855,567808748711051264,neutral,1.0,,,Delta,,CBarrows,,0,@JetBlue Call me when you do and we’ll have to hook up!,"[0.0, 0.0]",2015-02-17 14:12:09-08:00,"Wayne, NJ",Eastern Time (US & Canada)
2069,568087085120233473,negative,1.0,Customer Service Issue,0.6737,United,,jamescmcpherson,,0,"@united yes, I know that. The question is ""why is that still the case""? #fail",,2015-02-18 08:38:10-08:00,Brisbane,Brisbane
2307,567736507687895040,neutral,0.6806,,,United,,BhutanOrient,,0,@united that's what I thought! Thanks for the clarification!,,2015-02-17 09:25:06-08:00,Bhutan,Pacific Time (US & Canada)
840,569666679963312129,negative,1.0,Cancelled Flight,0.6659,United,,tonywhelan,,0,@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???,,2015-02-22 17:14:55-08:00,Stavromula Beta,Quito
2777,569259404589191168,negative,1.0,Customer Service Issue,1.0,Southwest,,duhhhLilah,,0,@SouthwestAir please please please answer the phone. . .,,2015-02-21 14:16:33-08:00,New Orleans,Central Time (US & Canada)
6296,567744963870752768,negative,1.0,Customer Service Issue,1.0,US Airways,,ALHphoto,,0,@USAirways issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities,,2015-02-17 09:58:42-08:00,"Raleigh,NC",Atlantic Time (Canada)
7056,569908067762094080,negative,1.0,longlines,1.0,American,,jongann,,0,@AmericanAir One hour to check in is 45 minutes too long. MIA FAIL.,,2015-02-23 09:14:06-08:00,"iPhone: 38.961334,-77.006119",Eastern Time (US & Canada)
6781,570054549915873280,positive,1.0,,,American,,Kristimb,,0,@AmericanAir Thank you for the response. Much appreciated!,,2015-02-23 18:56:10-08:00,Los Angeles,Pacific Time (US & Canada)
4286,569114409613860864,neutral,1.0,,,Delta,,takenn54,,0,@JetBlue are you going to be giving travel agent rates to those who hold an Iata card ???,,2015-02-21 04:40:23-08:00,"Albany,NY",Eastern Time (US & Canada)
487,570044554130423808,neutral,0.6641,,,United,,momsgoodeats,,0,Decisions Decisions @MandarinJourney @united:  We'd love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KP”,,2015-02-23 18:16:27-08:00,#Omaha ,Central Time (US & Canada)
3628,567720082860949504,negative,1.0,Flight Booking Problems,1.0,Southwest,,portugrad,,0,@SouthwestAir tried to rebook online but it says that I have to pay $200 for difference in price. Please help,,2015-02-17 08:19:50-08:00,Chicagoland Area,Central Time (US & Canada)
114,569298165855338497,positive,1.0,,,Virgin America,,lexiesalas,,0,@VirginAmerica thanks!,,2015-02-21 16:50:34-08:00,BAYAREA✈️NYC,Pacific Time (US & Canada)
3352,568098977545134080,negative,1.0,Late Flight,0.6559,Southwest,,LauraGina,,0,.@SouthwestAir 3 days &amp; still not home. Not even off the ground. 3. Days. #PastMyPatienceExpirationDate,,2015-02-18 09:25:25-08:00,"Beaufort, South Carolina",Eastern Time (US & Canada)
6773,570064025918115840,negative,1.0,Cancelled Flight,1.0,American,,JasonShaw2,,4,@AmericanAir Again you guys are a huge joke and Cancelled Flight your flight for no reason. This is the 3rd time in one trip for me that you have,,2015-02-23 19:33:49-08:00,Belleville,Eastern Time (US & Canada)
2391,570256329543012352,positive,0.6771,,0.0,Southwest,,joshkmm,,0,@SouthwestAir Thanks! Sent a DM to you. Let me know if oyu need any additional information.,,2015-02-24 08:17:58-08:00,"Kansas City, KS",Central Time (US & Canada)
964,569570444027822081,negative,1.0,Flight Booking Problems,0.6742,United,,aDeniseHuxtable,,0,@united I bought a ticket yesterday and received a confirmation. Tried to check in and they said I hadn't paid for it. So I called was on,,2015-02-22 10:52:30-08:00,Nueva York,Quito
3673,570238950801059840,positive,1.0,,,Delta,,lalunkee,,0,"@JetBlue Annnndddd, I just booked my flight. That was easy.",,2015-02-24 07:08:55-08:00,All over ...,Eastern Time (US & Canada)
4252,569229104286986240,neutral,1.0,,,Delta,,RozFortuna,,0,@JetBlue yesterday's deal?,,2015-02-21 12:16:08-08:00,Mannahatta,Eastern Time (US & Canada)
6680,570143200935063552,negative,1.0,Lost Luggage,1.0,American,,AMoChapman,,0,@AmericanAir gah this is so frustrating! Nobody has my address here in the USA. Where are my bags!?!? So disorganised!!!!!!!!!!!,,2015-02-24 00:48:26-08:00,'Straya',Sydney
153,569179517522046977,negative,0.6636,Customer Service Issue,0.6636,Virgin America,,borknagar,,0,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",,2015-02-21 08:59:06-08:00,chile,Santiago
1735,568559680894550016,positive,1.0,,,United,,dschach,,0,"@united I'll stick with my United flight. Thanks, though. Effort is much appreciated.",,2015-02-19 15:56:05-08:00,"San Francisco, CA",Pacific Time (US & Canada)
4504,568601459983400960,neutral,1.0,,,Delta,,SnappyKyle,,0,@JetBlue Maybe I'll just go to Cleveland instead.,,2015-02-19 18:42:06-08:00,10 ring,Pacific Time (US & Canada)
2141,567901267063803904,neutral,1.0,,,United,,dr_spencer,,0,@united Hello. Just wondering how long it might take for Turkish Airlines flights to show up in my United miles. Thanks.,"[0.0, 0.0]",2015-02-17 20:19:47-08:00,Nicaragua,Central America
2914,568976322032087041,negative,1.0,Late Flight,1.0,Southwest,,chresko,,0,"@SouthwestAir sucks. Passengers leaving the plane to make room luggage, checking luggage and getting back on. Delayed flights to same city.",,2015-02-20 19:31:40-08:00,"San Francisco, CA",Pacific Time (US & Canada)
3475,567847571223388160,negative,1.0,Can't Tell,0.3501,Southwest,,AshleyMarie_TIU,,0,@SouthwestAir what's up with these delays?! Throw some priority boarding my way &amp; I'll forgive you!! 👍 #southwest #southwestairlines,,2015-02-17 16:46:25-08:00,HOOSiER STATE,Eastern Time (US & Canada)
6748,570079755560595456,negative,0.6648,Cancelled Flight,0.6648,American,,SarahFoglia,,0,@AmericanAir My sister just received a call that her trip Wednesday (flts 2348/3499) was Cancelled Flightled and resched to next day. Why?,,2015-02-23 20:36:19-08:00,"Tampa, Florida",Quito
6,570289724453216256,positive,1.0,,,Virgin America,,HyperCamiLax,,0,@VirginAmerica I &lt;3 pretty graphics. so much better than minimal iconography. :D,,2015-02-24 10:30:40-08:00,NYC,America/New_York
652,569905534020820992,negative,1.0,Cancelled Flight,1.0,United,,PhilipRose,,0,"@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details.",,2015-02-23 09:04:02-08:00,"Toronto, ON.....for now.",Central Time (US & Canada)
6346,570303889754488832,negative,1.0,Flight Booking Problems,0.6694,American,,coquichick,,0,@AmericanAir I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?,,2015-02-24 11:26:57-08:00,Puerto Rico,Atlantic Time (Canada)
5065,570012789479055360,negative,0.6712,Late Flight,0.6712,US Airways,,theF4rns,,0,@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight,,2015-02-23 16:10:13-08:00,USA,Eastern Time (US & Canada)
1373,568995256525398016,negative,1.0,Flight Attendant Complaints,0.6776,United,,MyFitness52,,0,"@united to Late Flight now, but in future flights, train staff better to handle emergency situations, and ground staff in Customer Service",,2015-02-20 20:46:55-08:00,Washington,Arizona
1820,568437324587012096,negative,1.0,Late Flight,0.6557,United,,craver,,0,@united can you help from there? UA4935 can't take off without missing galley cart that no one can find. Pax all seated for last hour.,,2015-02-19 07:49:53-08:00,"San Francisco, CA",Pacific Time (US & Canada)
2313,567733609130233856,positive,0.7097,,0.0,United,,BhutanOrient,,0,"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies.""",,2015-02-17 09:13:35-08:00,Bhutan,Pacific Time (US & Canada)
6692,570128633957736448,negative,1.0,Lost Luggage,1.0,American,,blueswingpark,,0,"@AmericanAir after losing my bags for 4 days&amp;charging me $475 to""arrange pick up""in argentina,claiming tollfree: won't reimburse me. Help!",,2015-02-23 23:50:33-08:00,san francisco califorania,Pacific Time (US & Canada)
7270,569718465034096640,negative,1.0,Customer Service Issue,0.6795,American,,brooklynbrood,,0,"@AmericanAir our ft 1261 TUS/DFW (w/cx to LGA) tomorrow Cancelled Flighted,  4 hrs so far waiting for call back. What should we do? Need to get to nyc","[40.67072447, -73.97727422]",2015-02-22 20:40:41-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
4485,568621210986090497,neutral,0.6904,,,Delta,,PilotFresh,,0,@JetBlue thanks so I'll like to get the new tail N598JB N615JB Boston red Sox livery so I can share with talk but send them only on weekends,,2015-02-19 20:00:35-08:00,Dubai ,Central America
6241,567805039583199235,negative,1.0,Customer Service Issue,0.6776,US Airways,,michael_lepp,,1,@USAirways It's the rude and arrogant gate personnel. Uncalled for. Unprofessional. #theworst,,2015-02-17 13:57:25-08:00,"Charlotte, North Carolina",Quito
4397,568836365309190145,neutral,0.6768,,,Delta,,StacyCrossB6,,0,@JetBlue We already won the tickets but she's totally on a beach right now. #flightlanding #sunscreen #feelsgood http://t.co/5PvG2hJXKp,,2015-02-20 10:15:32-08:00,Philadelphia,Eastern Time (US & Canada)
5599,569343563244425216,negative,1.0,Late Flight,1.0,US Airways,,realmattberry,,0,@USAirways how do I change flights . 3 hours is crazy please help,,2015-02-21 19:50:58-08:00,NYC,Eastern Time (US & Canada)
672,569887452384481280,neutral,1.0,,,United,,HargobindV,,0,@united 4 people MCI to DEL. Preferably with Jet Airways EWR-BRU-DEL segment. Anytime in December,,2015-02-23 07:52:11-08:00,"Kansas City, Missouri",Central Time (US & Canada)
5834,568806740227166208,negative,1.0,Late Flight,1.0,US Airways,,emilybard,,0,@USAirways can I get a free mimosa to compensate my flight delay (yet again) thx,,2015-02-20 08:17:49-08:00,"Fairfield, Connecticut",Eastern Time (US & Canada)
7577,569631973859139584,negative,0.6779,Cancelled Flight,0.6779,American,,Fly_Shreveport,,0,"@AmericanAir has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV.",,2015-02-22 14:57:00-08:00,"Shreveport, Louisiana",Central Time (US & Canada)
325,570299182310944768,negative,1.0,Flight Booking Problems,0.6816,United,,Ashley_Jeffris,,0,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.,,2015-02-24 11:08:15-08:00,Las Vegas ,Eastern Time (US & Canada)
6384,570283544125288448,negative,1.0,Cancelled Flight,1.0,American,,chagaga2013,,0,@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them,"[40.69002464, -73.91638072]",2015-02-24 10:06:06-08:00,new york city,Central Time (US & Canada)
4386,568850770331721728,neutral,0.6295,,,Delta,,SMHillman,,0,@JetBlue #AfterAll indeed! https://t.co/swWhYhEn76 #LoveSongFriday #Cheesy #80sweresomuchfun #BrandLoveAffair,,2015-02-20 11:12:47-08:00,"New York, NY",Eastern Time (US & Canada)
6309,567731585035014144,negative,1.0,Cancelled Flight,0.672,US Airways,,Kyle_Clarke528,,0,@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke,,2015-02-17 09:05:32-08:00,"Worthington, Ohio",Central Time (US & Canada)
3557,567767201286205441,neutral,1.0,,,Southwest,,realMattHolt,,0,@SouthwestAir chances of flight leaving BNA tomorrow at 6:20 am (to LGA)?,,2015-02-17 11:27:04-08:00,nyc/nashville/san diego,Eastern Time (US & Canada)
6285,567757851104641024,negative,0.6955,Can't Tell,0.3531,US Airways,,BlessedEpiphany,,0,@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,,2015-02-17 10:49:54-08:00,"Dallas, TX by way of Tampa, FL",America/Chicago
6511,570270039737274369,positive,0.6552,,,American,,marypoppings,,0,"“@AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp",,2015-02-24 09:12:27-08:00,New York/Nicaragua/Miami Beach,Eastern Time (US & Canada)
5605,569337605223006209,negative,1.0,Late Flight,0.6658,US Airways,,JennyBraueBraue,,0,@USAirways over an hour is unacceptable wait time. thanks for nothing.  Be sure never to fly you again,,2015-02-21 19:27:17-08:00,"New York, NY",Eastern Time (US & Canada)
6927,569972935227674624,negative,1.0,longlines,0.3469,American,,Itoe20,,0,"@AmericanAir AA1675 now that the airplane has been sitting here for over 24 hrs,there are mechanical problems.BTW,the AA desk is unorganized",,2015-02-23 13:31:52-08:00,DFW,Central Time (US & Canada)
3260,568308149796474880,positive,0.3394,,0.0,Southwest,,NumbersDnt_Lie,,0,@SouthwestAir y'all the real MVP with these prices...,,2015-02-18 23:16:36-08:00,"601,303,404,✈️ 400Blk",Mountain Time (US & Canada)
2218,567814334228774912,negative,1.0,Flight Booking Problems,0.6701,United,,annricord,,1,@united If you have had any issues with  United Airlines PLEASE retweet. Paid for a full fight ticket and was given a standby instead.,,2015-02-17 14:34:21-08:00,Canmore,Mountain Time (US & Canada)
3028,568844412970770433,negative,1.0,Customer Service Issue,0.6768,Southwest,,JeffLGonzales,,0,"@SouthwestAir Please explain to reps, ignoring a technical issue and passing the buck is not a good business model. Lucky limited to 140",,2015-02-20 10:47:31-08:00,"Austin, TX",Central Time (US & Canada)
4346,568921315069042688,positive,0.6669,,,Delta,,Laneit360,,0,@JetBlue thanks...,,2015-02-20 15:53:06-08:00,Here & There,Eastern Time (US & Canada)
