,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
1701,568605113457242112,negative,1.0,Late Flight,0.68,United,,conradusa,,0,@united can you help 689 in Chicago get to a gate. Freezing on a runway seems like a crappy thing to do at 9pm,,2015-02-19 18:56:37-08:00,Indy,Eastern Time (US & Canada)
69,569748316776325120,negative,0.6832,Customer Service Issue,0.3773,Virgin America,,usagibrian,,0,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,,2015-02-22 22:39:18-08:00,San Francisco CA,Pacific Time (US & Canada)
6171,567905194563997696,negative,1.0,Cancelled Flight,1.0,US Airways,,shhashhank,,0,@USAirways My flight (US558) got Cancelled Flightled on 2/16 due to lack of flight crew.I was told that I'd be reimbursed for hotel. Who do I contact?,"[0.0, 0.0]",2015-02-17 20:35:24-08:00,"Boston, MA | San Jose, CA",Arizona
2609,569673473607344128,negative,1.0,Customer Service Issue,1.0,Southwest,,KatieRAir,,0,@SouthwestAir really shouldn't offer sweeps if your link isn't going to work! B http://t.co/nOfG0TQHYN,,2015-02-22 17:41:54-08:00,South,Eastern Time (US & Canada)
7632,569616208804380672,neutral,0.7026,,0.0,American,,totestoked,,0,@AmericanAir I will thank you. What do I do if I can't get through and my flight on hold Cancelled Flights?,,2015-02-22 13:54:21-08:00,"Naperville, IL ",Eastern Time (US & Canada)
699,569865540098871298,negative,1.0,Late Flight,0.6947,United,,JackKelleher920,,0,@united We were supposed to board at 605. They just brought the plane from the hanger! WTF did they not know there was a flight?1153 Lax-EWR,,2015-02-23 06:25:07-08:00,New Jersey,Eastern Time (US & Canada)
6325,567725588937728000,negative,1.0,Bad Flight,0.6201,US Airways,,TheTaxDiva,,0,@USAirways @AmericanAir you make Spirit look like the gem of air travel. You haven't handle this winter storm very well...,,2015-02-17 08:41:42-08:00,MiamiHoustonDCHouston,Central Time (US & Canada)
7205,569793460414189568,negative,1.0,Lost Luggage,1.0,American,,DavidWLocke,,0,@AmericanAir @emeyerson @ggreenwald Don't wait on a bag. Go to Walmart and get what you need for tomorrow morning.,,2015-02-23 01:38:41-08:00,"San Antonio, Texas",Central Time (US & Canada)
208,568633361595412481,positive,1.0,,,Virgin America,,SSal,,0,@VirginAmerica @SSal thanks!,,2015-02-19 20:48:52-08:00,"Dutchess County, NY",Eastern Time (US & Canada)
4772,568064382627921920,negative,1.0,Late Flight,1.0,Delta,,duendecillita,,0,@JetBlue I was not allowed to drop my bag off for my flight that I was running 10min Late Flight for. Turns out it left over an hour Late Flight.,,2015-02-18 07:07:57-08:00,NYC,Eastern Time (US & Canada)
5487,569523293356630016,negative,1.0,Customer Service Issue,0.6204,US Airways,,dailylaurel,,0,@USAirways my option is to use twitter. Most of the people working for u have no clue what they do. they tell you to go to A4 but its b16,,2015-02-22 07:45:09-08:00,Bruxelle-Paris-Marseille-(BPM),Athens
2622,569667923326971904,negative,0.6629999999999999,Cancelled Flight,0.6629999999999999,Southwest,,JCRU28,,0,@SouthwestAir everyones flights who were Cancelled Flightled today DESERVE 1,,2015-02-22 17:19:51-08:00,USA,Eastern Time (US & Canada)
1021,569514750842789888,negative,1.0,longlines,0.682,United,,worldknits,,0,@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel,,2015-02-22 07:11:12-08:00,"Fredericksburg, VA",Eastern Time (US & Canada)
6914,569975063094501376,negative,1.0,Late Flight,1.0,American,,kanne822,,0,"@AmericanAir after waiting for a delayed plane, we sat on the plane for an hour waiting for a Late Flight passenger. That's BS too..",,2015-02-23 13:40:19-08:00,"Gilbert, AZ",Arizona
3325,568144357230026752,neutral,1.0,,,Southwest,,Zachamon,,0,@southwestair #ftw! ✈️ Hope they'll sing us a song on our flight to Phoenix today. (@ Terminal 2 (Humphrey)) https://t.co/mAvIgetbBw,"[44.8741191, -93.22830677]",2015-02-18 12:25:45-08:00,North Minneapolis,Central Time (US & Canada)
3511,567811713870876672,negative,1.0,Late Flight,0.3544,Southwest,,HannaPioske,,0,"@SouthwestAir not as sorry as I was when I sat on a plane for 3 hours waiting for the engine to be fixed and THEN got my luggage lost, but k",,2015-02-17 14:23:56-08:00,CSB/SJU,Central Time (US & Canada)
976,569562133249130496,negative,1.0,Cancelled Flight,0.3429999999999999,United,,LMSNaomi,,1,@united I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!,,2015-02-22 10:19:29-08:00,deep in the ❤ of Texas...,Atlantic Time (Canada)
4081,569575699314569216,neutral,1.0,,,Delta,,ChrisDonahoe,,0,@JetBlue Perhaps you need to start recruiting @msbgu ;),,2015-02-22 11:13:23-08:00,"Washington, D.C.",Quito
4533,568533876873633793,neutral,1.0,,,Delta,,RobinFicklin,,0,@JetBlue yes slc on 4/19,,2015-02-19 14:13:33-08:00,Logan.Utah,Pacific Time (US & Canada)
7628,569617808885096448,negative,1.0,Customer Service Issue,1.0,American,,ejacqui,,1,"@AmericanAir no one received text alerts, automated calls, anything either. Literally no information as to what was happening.",,2015-02-22 14:00:43-08:00,Chicago,Central Time (US & Canada)
2715,569348678911021056,negative,1.0,Customer Service Issue,1.0,Southwest,,relaxnsmile,,0,"@SouthwestAir - wow! 100 minutes on hold, so far. Now phone is dying...",,2015-02-21 20:11:17-08:00,"Nashville, TN",Central Time (US & Canada)
472,570054574389788672,negative,1.0,Customer Service Issue,1.0,United,,rholbrook,,0,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2),,2015-02-23 18:56:16-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
5982,568480213123919874,negative,1.0,Can't Tell,1.0,US Airways,,ousoonerfanatic,,0,@USAirways @americanair I feel sorry for AA,,2015-02-19 10:40:19-08:00,"Semiahmoo, WA Soonerland",Pacific Time (US & Canada)
3032,568836930550534145,neutral,1.0,,,Southwest,,MehtaGoesMeta,,0,@SouthwestAir will do. Thank you.,,2015-02-20 10:17:47-08:00,"Astoria, New York",Eastern Time (US & Canada)
6500,570273819287531520,positive,1.0,,,American,,GoldensPleasure,,0,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:),,2015-02-24 09:27:28-08:00,East Coast     CT.,Central Time (US & Canada)
5984,568475947617411072,neutral,1.0,,,US Airways,,Darren_howudoin,,0,"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir.  http://t.co/mFMNKmvOTR”RT I look 4ward to that follow back too!",,2015-02-19 10:23:22-08:00,North Carolina/LosAngeles,Eastern Time (US & Canada)
4217,569283532167757826,negative,1.0,Customer Service Issue,0.6614,Delta,,SpedAdvocates,,0,@JetBlue what crew? No one here is helping.,,2015-02-21 15:52:25-08:00,"Wellesley, MA",Eastern Time (US & Canada)
3782,569966215621246976,negative,1.0,Bad Flight,0.6429,Delta,,BKWIL,,0,@JetBlue you really should be more proactive with passengers when you know the entertainment system isn't working. At least let me get a mag,,2015-02-23 13:05:09-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
6771,570064554232688640,negative,1.0,Cancelled Flight,0.6657,American,,JasonShaw2,,4,@AmericanAir This is getting a bit ridiculous when and you have made me miss 2 full days off work and had to pay for cabs back and forth,,2015-02-23 19:35:55-08:00,Belleville,Eastern Time (US & Canada)
7619,569620452043317249,negative,1.0,Customer Service Issue,1.0,American,,Kaywillsmith,,0,"@AmericanAir...still waiting for a call back....attempt #9 and hour #13...can't put a hold on an online tix, we are within seven day window.",,2015-02-22 14:11:13-08:00,The City of Big Shoulders,Central Time (US & Canada)
2025,568144894964994048,negative,0.6368,Bad Flight,0.6368,United,,ajhoekst,,0,"@united I did not, my mind was on getting to the next flight.",,2015-02-18 12:27:53-08:00,"Novi, MI",Eastern Time (US & Canada)
4948,570296273611448320,negative,0.6522,Late Flight,0.3478,US Airways,,ashleycolburn,,0,@USAirways I have two tight connections in #Charlotte and #Frankfurt,,2015-02-24 10:56:41-08:00,San Diego,Pacific Time (US & Canada)
7353,569688822180503552,negative,1.0,Customer Service Issue,1.0,American,,kanewaipmp,,0,@AmericanAir waiting for you to pick up... Coming up on 3 hours now... http://t.co/nOPq5xIsbS,,2015-02-22 18:42:54-08:00,"Frisco, TX",Central Time (US & Canada)
2826,569217012980805632,neutral,1.0,,,Southwest,,joshkmm,,0,@SouthwestAir Any way that I can get a receipt for a Cancelled Flightled portion of a roundtrip flight? Used the flight voucher just need receipt.,,2015-02-21 11:28:06-08:00,"Kansas City, KS",Central Time (US & Canada)
5432,569556399585402880,negative,1.0,longlines,0.3679,US Airways,,sgmacor,,0,@USAirways all these planes sitting here and no one going home. #usairwaysfail http://t.co/jN3V3k3qGv,,2015-02-22 09:56:42-08:00,Syracuse,Eastern Time (US & Canada)
5741,569015379021795328,negative,1.0,Late Flight,0.6667,US Airways,,scottydont11,,0,@USAirways ...YOU ARE DESPICABLE! The flight plan was lost! Now we've been sitting on the tarmac for an hour! Its a 45 min flight!,,2015-02-20 22:06:52-08:00,"El Paso, TX",Mountain Time (US & Canada)
7653,569611065820110848,negative,1.0,Customer Service Issue,0.6696,American,,otisday,,0,"@AmericanAir @GolfWithWoody Don't buy it, Woody. They're making it MUCH worse with understaffing, rudeness, and pre-rookie mistakes",,2015-02-22 13:33:55-08:00,Pekin,Eastern Time (US & Canada)
4637,568241499831287808,negative,0.6739,Late Flight,0.3804,Delta,,Tostie,,0,"@JetBlue If it was simply a minor mechanical, why would they say that?",,2015-02-18 18:51:45-08:00,"Waltham, MA",Eastern Time (US & Canada)
3292,568193603954085888,positive,0.649,,0.0,Southwest,,syrahminush,,0,"@SouthwestAir woohoo that just made my day. I looked and just couldn't find that, thank you!",,2015-02-18 15:41:26-08:00,"Bay Area, California",Pacific Time (US & Canada)
3544,567777978327633920,positive,0.6781,,,Southwest,,bradykent,,0,@SouthwestAir Sent. Thanks VP!,,2015-02-17 12:09:53-08:00,"Nashville, TN",Central Time (US & Canada)
7034,569918189909487617,negative,1.0,Lost Luggage,1.0,American,,schwartz2max,,0,"@AmericanAir Oh,i already have turned  itover to them, but apparently losing someones bag on their honeymoon doesn't require accountability",,2015-02-23 09:54:19-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
2191,567839160779730944,neutral,0.6771,,0.0,United,,annricord,,0,"@united We were told by United to ""carry over/carry back"" for the refund.",,2015-02-17 16:13:00-08:00,Canmore,Mountain Time (US & Canada)
1229,569248843532886016,positive,1.0,,,United,,heygorgevents,,0,@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!,,2015-02-21 13:34:35-08:00,"Grand Rapids, Michigan",Central Time (US & Canada)
1274,569211645710495745,negative,1.0,Can't Tell,0.3516,United,,dmb41shows,,0,@united I would like 2 speak @United VP of #CustExp Jimmy Samartzis! I sent a survey/email about my awful flight exp http://t.co/OtFZ7CygUQ,,2015-02-21 11:06:46-08:00,Pursuit of Happiness,Hawaii
5468,569532711787892736,neutral,1.0,,,US Airways,,jasonkallsen,,0,@USAirways with a glass of wine once we hit altitude?,,2015-02-22 08:22:34-08:00,"Minnesota, USA",Central Time (US & Canada)
5640,569288052725694464,neutral,0.3631,,0.0,US Airways,,DGHomeChef,,0,@USAirways message me if you want to issue a refund so someone else can use my seats tomorrow AM #flightCancelled Flighted #custservicehasnonumber,,2015-02-21 16:10:23-08:00,New York,Eastern Time (US & Canada)
2319,567731738924032000,negative,1.0,Customer Service Issue,0.3463,United,,MiKasuga,,0,@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.,,2015-02-17 09:06:09-08:00,"New York, NY",Eastern Time (US & Canada)
4423,568800822693380096,negative,1.0,Late Flight,1.0,Delta,,techcatalyst,,0,@JetBlue I’m going to miss a hugely important meeting because of your constant delays #itscostingmeincome,,2015-02-20 07:54:18-08:00,"New York, USA",Eastern Time (US & Canada)
6618,570209266264449026,negative,1.0,Can't Tell,0.6431,American,,dwjudson,,0,"@AmericanAir Disappointing lack of kindness toward this person. The agent asked her counterparts ""why this person was talking to her"".",,2015-02-24 05:10:57-08:00,"Toronto, Ontario, Canada",Eastern Time (US & Canada)
6216,567834881939546113,neutral,0.6803,,0.0,US Airways,,mttdprkr,,0,@USAirways how long is that flight? http://t.co/bCwckWtnlE,,2015-02-17 15:56:00-08:00,"Vancouver, WA",Pacific Time (US & Canada)
7166,569844028365275136,negative,1.0,Lost Luggage,1.0,American,,LeslieWolfson,,0,@AmericanAir Pathetic answer. Just found out my bag has been sitting at LGA for 20 hours and no call from you to lmk or delivery of bag. BAD,,2015-02-23 04:59:38-08:00,Miami Beach,Central Time (US & Canada)
3003,568869594531651584,positive,1.0,,,Southwest,,seattlefordguy,,22,@SouthwestAir beautiful day in Seattle! http://t.co/iqu0PPVq2S,,2015-02-20 12:27:35-08:00,"Bellevue, WA",Hawaii
931,569608866138173440,negative,0.6545,Bad Flight,0.3335,United,,timdrewitt,,0,@United Personal Device Entertainment system is great but with app crashing every 10/15 mins I'm glad it's free for now.,,2015-02-22 13:25:11-08:00,Aylesbury United Kingdom,London
2922,568962547891736576,neutral,0.6904,,,Southwest,,Landon_ChaseTx,,0,@SouthwestAir booked the 8th.... Save me an emergency exit... Gotta stretch out,,2015-02-20 18:36:56-08:00,FORT WORTH TEXAS! ,Central Time (US & Canada)
4253,569229091657936896,neutral,0.6472,,0.0,Delta,,RozFortuna,,0,@JetBlue so yesterday a flight I wanted to Chicago was on sale within my points range and today it isn't. Any way you guys can still honor,,2015-02-21 12:16:05-08:00,Mannahatta,Eastern Time (US & Canada)
3618,567728114588209152,neutral,1.0,,,Southwest,,jcfly123,,0,@SouthwestAir trying to fly out of Nashville tomorrow. How is it looking?,,2015-02-17 08:51:45-08:00,"Nashville, TN",Mountain Time (US & Canada)
4939,567590027375702016,negative,1.0,Can't Tell,0.6503,Delta,,nesi_1992,,0,@JetBlue is REALLY getting on my nerves !! 😡😡 #nothappy,,2015-02-16 23:43:02-08:00,undecided,Pacific Time (US & Canada)
1226,569249416462409729,negative,1.0,Customer Service Issue,1.0,United,,dlm_3,,0,@united not sure why u call it customer care.  Should be customer we don't care,,2015-02-21 13:36:51-08:00,Global,Eastern Time (US & Canada)
5514,569504566380797952,negative,1.0,Cancelled Flight,1.0,US Airways,,pbmccarron,,0,@USAirways Good grief! Flight Cancelled Flightled. Been on hold since 0400.,,2015-02-22 06:30:44-08:00,US of A,Eastern Time (US & Canada)
348,570272997052805120,negative,1.0,Customer Service Issue,1.0,United,,johnkarpf,,0,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.,,2015-02-24 09:24:12-08:00,"Jacksonville, FL",Eastern Time (US & Canada)
2546,569882596798132225,neutral,0.6692,,0.0,Southwest,,matthewebel,,0,@SouthwestAir Can you equip a 737 with flamethrowers and a snow plow?,,2015-02-23 07:32:53-08:00,"Boston, MA",Central Time (US & Canada)
3757,570001601055883265,neutral,0.6333,,,Delta,,AritheGenius,,0,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/vO3eQsEPqH,,2015-02-23 15:25:46-08:00,Will Work For Music,America/Chicago
7610,569622208588468224,negative,0.6868,Customer Service Issue,0.6868,American,,otisday,,0,@AmericanAir I did. Should i expect a response in this fiscal year? This calendar year? Never?,,2015-02-22 14:18:12-08:00,Pekin,Eastern Time (US & Canada)
5715,569135312175280128,negative,1.0,Customer Service Issue,1.0,US Airways,,NYC_Allie,,0,"@USAirways I'm on vacation, This is the LAST thing I want to be doing. Is anyone even answering the phone?",,2015-02-21 06:03:27-08:00,NYC,Eastern Time (US & Canada)
5252,569726849988878336,negative,1.0,Customer Service Issue,1.0,US Airways,,STPVRITCK,,0,@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.,,2015-02-22 21:14:00-08:00,LS ❤️,Central Time (US & Canada)
1807,568457810066800640,negative,1.0,Can't Tell,0.6188,United,,estellevw,,1,@united Can i get a refund? I would like to book on a better airline.,,2015-02-19 09:11:18-08:00,"On a couch, with a computer.",Pacific Time (US & Canada)
7674,569605930146353152,negative,1.0,Late Flight,1.0,American,,jddowsett,,0,@AmericanAir  many have missed connections already b/c of delayed flight which will finally board soon,,2015-02-22 13:13:31-08:00,"PA, NY & HI",Quito
4990,570231607757381632,negative,1.0,Late Flight,1.0,US Airways,,MadeleineDay,,0,@USAirways @AmericanAir our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating!,,2015-02-24 06:39:44-08:00,St. Louis,Pacific Time (US & Canada)
4804,567912664996786177,neutral,0.6557,,,Delta,,JetBlueNews,,0,@JetBlue Celebrates 15-Year Anniversary With New Livery - Digital Journal http://t.co/U5HXri6Crx,,2015-02-17 21:05:05-08:00,USA,Sydney
6164,567918161540046848,negative,1.0,Flight Attendant Complaints,0.7002,US Airways,,jsperber,,0,@USAirways thanks. We did see an agent. Unhelpful. Some got vouchers others did not for unexplained reasons.,,2015-02-17 21:26:55-08:00,"Boston, MA",Mid-Atlantic
4403,568827397103099904,negative,1.0,Late Flight,0.6895,Delta,,The_Radifier,,0,@JetBlue dont really know what that means but this isnt the best first-time-flying-w-a-16mo old experience. likelihood of addtl delays 2nt?,,2015-02-20 09:39:54-08:00,"Arlington, VA",Atlantic Time (Canada)
836,569668741484515328,negative,0.6549,Late Flight,0.6549,United,,geekydewd,,0,"@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?",,2015-02-22 17:23:06-08:00,"CO Springs, Occupied Colorado",Mountain Time (US & Canada)
3598,567737653118779392,positive,0.6606,,,Southwest,,StarkTTT,,0,@SouthwestAir and thanks!,,2015-02-17 09:29:39-08:00,Château d'If,Central Time (US & Canada)
3533,567784912011689984,negative,1.0,Customer Service Issue,1.0,Southwest,,M_RoyceWilliams,,0,@SouthwestAir Thank you - hung up after 1hr 7min on hold. Would you like me to DM you contact info?,,2015-02-17 12:37:26-08:00,CT,Eastern Time (US & Canada)
3127,568571203553599488,negative,1.0,Late Flight,1.0,Southwest,,MichaelALopezJr,,0,@SouthwestAir love how you hold flight 2851 in PHX for Late Flight passengers and make us all over an hour Late Flight. Great job.,,2015-02-19 16:41:53-08:00,"San Antonio, TX",Central Time (US & Canada)
1805,568458813189197824,negative,1.0,Customer Service Issue,1.0,United,,YeahNoPriesty,,0,@united your customer service is lacking and you owe me a @GoPro camera. I also appreciate not being interrupted every time I speak Thanks,,2015-02-19 09:15:17-08:00,"Chicago, Il",Central Time (US & Canada)
4771,568066161922977792,negative,1.0,Late Flight,0.6424,Delta,,duendecillita,,0,"@JetBlue got txt  40min after sched dpt, saying plane had just arrived @ JFK. Late Flightr txt w/ dpt gate change. Then 9:04 dpt for 7:40 flight.",,2015-02-18 07:15:01-08:00,NYC,Eastern Time (US & Canada)
7704,569601332040089600,neutral,1.0,,,American,,SamuelWatkin,,0,@AmericanAir how realistic is it to make an 80 minute domestic to international transfer at JFK for a non US citizen?,,2015-02-22 12:55:14-08:00,"Maidstone, UK",London
1756,568533371602608128,neutral,1.0,,,United,,NoviceFlyer,,0,@united can I access Frankfurt arrival lounge when I'm flying global first class?,,2015-02-19 14:11:33-08:00,"Tulsa, OK",Central Time (US & Canada)
4331,568944687077199872,neutral,1.0,,,Delta,,Bones2245,,0,@JetBlue @markie_post I'd like to see Markie too.,,2015-02-20 17:25:58-08:00,Earth,Central Time (US & Canada)
464,570065109420101633,negative,0.6957,Lost Luggage,0.6957,United,,michaelsalinger,,0,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",,2015-02-23 19:38:08-08:00,"mentor, Ohio",Eastern Time (US & Canada)
5238,569757773937770496,negative,0.6588,Can't Tell,0.6588,US Airways,,rossj987,,1,"@USAirways Already planning my local boycott for Washington, D.C. Area.",,2015-02-22 23:16:53-08:00,"Washington, D.C.",Eastern Time (US & Canada)
1903,568257389402710016,neutral,1.0,,,United,,140JustinC,,0,@united ok thanks! Where are you counters located? And how Late Flight are they open?,,2015-02-18 19:54:54-08:00,Fredericton NB,Atlantic Time (Canada)
6666,570172301163008000,neutral,1.0,,,American,,DontenPhoto,,0,@AmericanAir Flight 1679 (N76200) prepares for flight at @FlyTPA before departing for @fly2ohare http://t.co/XbKvcraOKn,,2015-02-24 02:44:04-08:00,"Englewood, Florida",Eastern Time (US & Canada)
2541,569890211301191680,neutral,1.0,,,Southwest,,AlMehairiAUH,,0,@SouthwestAir to start daily #B737-700 flights from #Columbus OH to #Oakland on 8AUG #avgeek,,2015-02-23 08:03:09-08:00,Abu Dhabi,Abu Dhabi
2890,569100490027499520,negative,1.0,Cancelled Flight,1.0,Southwest,,gabb_b,,0,@SouthwestAir jumped the gun a little Cancelled Flighting our flights? No other airline is Cancelled Flighting out of Louisville. You're ruining my vacation.,,2015-02-21 03:45:04-08:00,"Louisville, KY ",Mountain Time (US & Canada)
2633,569651470615887872,negative,1.0,Customer Service Issue,1.0,Southwest,,Techno_Quaya,,0,@SouthwestAir I requested my boarding pass to be texted to me but I still haven't received it.,,2015-02-22 16:14:28-08:00,college,Eastern Time (US & Canada)
3749,570009886198796288,neutral,1.0,,,Delta,,MaxNoChain,,0,how sway how “@JetBlue: Our fleet's on fleek. http://t.co/tQc96tKcI9”,,2015-02-23 15:58:41-08:00,"ÜT: 40.645173,-73.898268",Eastern Time (US & Canada)
2121,567966853068251136,negative,1.0,Cancelled Flight,0.6959,United,,BeTheBeat,,0,@united @PGATOUR @NTrustOpen I read that last hashtag as Go F United. Makes sense since they F us by Cancelled Flightling ticketed reservations,,2015-02-18 00:40:24-08:00,Toronto,Central Time (US & Canada)
6879,569992310563450880,negative,1.0,Customer Service Issue,0.6638,American,,SamuelMondo,,0,@AmericanAir probs the worst customer service ever. Replied to complaint I submitted 6 weeks ago bout damaged bag... Not even replacing it!,,2015-02-23 14:48:51-08:00,Manchester,London
259,568174745293709313,negative,0.6727,Customer Service Issue,0.6727,Virgin America,,mekirkpatrick,,0,@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. Emails bounce.,,2015-02-18 14:26:30-08:00,"Long Beach, CA",Pacific Time (US & Canada)
1913,568249421877653505,negative,1.0,Customer Service Issue,0.6292,United,,simplyweber,,1,@united was such a better airline when you were Continental. $75 service fee + $75 Flight Booking Problems fee + $25 talk to a human fee: FU!!!,,2015-02-18 19:23:14-08:00,"East Hanover, NJ",Eastern Time (US & Canada)
3252,568403209766744064,neutral,0.657,,0.0,Southwest,,The_Real_INH,,0,@SouthwestAir when's the next deal going to happen a poor college student is trying to fly to Orlando instead of drive in August! Lol,,2015-02-19 05:34:20-08:00,Long Island,Central Time (US & Canada)
5696,569188447157661696,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,marccopely,,1,@USAirways flight 850. RUDE RUDE RUDE service! Awful.,,2015-02-21 09:34:35-08:00,NYC/Nashville,Eastern Time (US & Canada)
2054,568100858954522625,negative,1.0,Can't Tell,0.6902,United,,harris,,0,@united Designed to deter people from forgetting things or to provide more storage space? The article says the latter #unfriendlyskies,,2015-02-18 09:32:54-08:00,NYC,Eastern Time (US & Canada)
5250,569729072697352192,negative,1.0,Customer Service Issue,0.6533,US Airways,,CourtneyyKay,,0,@USAirways it still says that I can't check into my flight because the information is incorrect but everything is entered correctly,,2015-02-22 21:22:50-08:00,Michigan ➡️ Florida,Eastern Time (US & Canada)
2068,568088967419023360,negative,0.6484,Late Flight,0.3407,United,,1LovePT,,0,@united 65 and 72 year old flying to Tokyo for vacation both with bad knees and this happens https://t.co/72RMpkOGwu @cbcallinaday @CBCNews,,2015-02-18 08:45:39-08:00,Canada,Eastern Time (US & Canada)
3664,570267215720800256,neutral,0.6875,,,Delta,,JasonBXNY0619,,0,@JetBlue Come on and provide service from Destin- Fort Walton Beach Airport,"[0.0, 0.0]",2015-02-24 09:01:13-08:00," Bronx, NY / Destin, Fl",Santiago
537,569988762085806081,negative,1.0,Customer Service Issue,0.6737,United,,mironovich,,0,@united I did... no response back,,2015-02-23 14:34:45-08:00,"Morristown, nj",Eastern Time (US & Canada)
6798,570041144488230912,negative,1.0,Customer Service Issue,1.0,American,,msofka,,0,"@AmericanAir why do you continually play the ""according to federal regulations"" every 58 seconds. I could see if you had quicker service...","[41.45862827, -81.86766456]",2015-02-23 18:02:54-08:00,"Cleveland, OH",Central Time (US & Canada)
7159,569846990076387328,negative,1.0,Customer Service Issue,0.6839,American,,AminahAMajeed,,0,@AmericanAir I called reservation at 1 am and I'm still waiting for someone to call me back,,2015-02-23 05:11:24-08:00,"New York, NY",Eastern Time (US & Canada)
4971,570257107737571329,positive,0.6667,,,US Airways,,mikebrandes,,0,@USAirways I made it- thx.,,2015-02-24 08:21:04-08:00,"Minneapolis, MN",Eastern Time (US & Canada)
987,569548316700254208,positive,0.6556,,,United,,toinecl,,0,"@united it was very comfortable, now waiting for our luggage","[0.0, 0.0]",2015-02-22 09:24:35-08:00,"Keyport, New Jersey",Eastern Time (US & Canada)
6168,567908391256875008,negative,1.0,Lost Luggage,1.0,US Airways,,All_that_Jaz,,0,"@USAirways Already filed a report personally at the airport, however they have no idea where it is even with a tracking number.",,2015-02-17 20:48:06-08:00,Under your bed,Quito
2797,569247724496822272,negative,1.0,Customer Service Issue,1.0,Southwest,,TheWaynePyle,,0,@SouthwestAir has the absolute worst customer service when trying to reach them by phone.,,2015-02-21 13:30:08-08:00,California,Pacific Time (US & Canada)
138,569223788639821824,negative,1.0,Cancelled Flight,1.0,Virgin America,,propsonline,,0,@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...,,2015-02-21 11:55:01-08:00,"California, USA",Pacific Time (US & Canada)
2847,569203468419751936,negative,1.0,Customer Service Issue,1.0,Southwest,,ItsDTruth,,0,@SouthwestAir I've been on hold almost an hour! I LUV y'all but #ImJustSaying 😔😔😔 http://t.co/t6fYyBHjhL,,2015-02-21 10:34:16-08:00,North Texas,Central Time (US & Canada)
5361,569618750946873344,negative,1.0,Customer Service Issue,1.0,US Airways,,amischke,,0,@USAirways On hold for &gt;70 mins on my 3rd attempt just to get a receipt showing change fees for an upcoming flight. Please help!,,2015-02-22 14:04:27-08:00,Boston area,Eastern Time (US & Canada)
5963,568496915211538436,negative,1.0,Flight Booking Problems,0.6672,US Airways,,AlxStevens,,0,@USAirways - who do I call to use credit fm. prev. cxl tix that can't be rebooked online?Rep I called quoted me $1k higher than the website.,,2015-02-19 11:46:41-08:00,"Waynesboro, VA",Eastern Time (US & Canada)
4760,568086568059027456,neutral,0.7028,,,Delta,,JetBlueNews,,0,@JetBlue to Increase Charter Service to Cuba - #Travel Agent http://t.co/lYQrb4HCYU,,2015-02-18 08:36:07-08:00,USA,Sydney
5454,569538857328353280,negative,1.0,Customer Service Issue,1.0,US Airways,,djNRG007,,0,@USAirways using all of my monthly minute on hold with you assholes,,2015-02-22 08:46:59-08:00,"Boston, MA",Eastern Time (US & Canada)
6960,569952984257294336,positive,0.6709,,,American,,DigitalEdMom,,0,"@AmericanAir Thanks for asking On second plane after maintenance issue, for flight from ORD to LIT. Sitting at gate in very very warm plane",,2015-02-23 12:12:35-08:00,Wisconsin,Central Time (US & Canada)
983,569554937744486400,negative,1.0,Flight Attendant Complaints,0.6952,United,,HoustonBlueMan,,0,@united severely under staffed at Iah.,,2015-02-22 09:50:53-08:00,"Houston, TX",Central Time (US & Canada)
7395,569676640692752385,neutral,0.354,,0.0,American,,EAFiedler,,0,@AmericanAir I just DMed you,,2015-02-22 17:54:29-08:00,Philly,Eastern Time (US & Canada)
